Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
553-72-1734,A,Naypyitaw,Member,Female,Food and beverages,88.04,4,17.608,369.768,05/02/2019,22:59,Ewallet,352.16,4.761905,17.608,4.6
758-29-5818,C,Yangon,Normal,Female,Electronic accessories,69.76,2,6.976,146.496,03/24/2019,03:17,Ewallet,139.52,4.761905,6.976,9.6
794-20-7188,A,Naypyitaw,Normal,Female,Electronic accessories,85.14,2,8.514,178.794,06/27/2019,15:19,Cash,170.28,4.761905,8.514,8.0
120-78-1706,A,Yangon,Member,Female,Fashion accessories,82.54,7,28.889,606.669,06/27/2019,21:14,Credit card,577.78,4.761905,28.889,9.8
347-86-1490,B,Yangon,Member,Male,Home and lifestyle,39.13,7,13.6955,287.6055,05/19/2019,05:50,Ewallet,273.91,4.761905,13.6955,8.4
485-15-2080,B,Naypyitaw,Member,Male,Sports and travel,18.83,7,6.5905,138.4005,08/22/2019,12:33,Cash,131.81,4.761905,6.5905,6.7
956-22-8729,A,Mandalay,Member,Male,Electronic accessories,86.02,6,25.806,541.926,09/14/2019,22:13,Credit card,516.12,4.761905,25.806,7.0
243-19-3164,C,Yangon,Normal,Male,Food and beverages,24.3,10,12.15,255.15,07/24/2019,13:24,Credit card,243.0,4.761905,12.15,6.5
235-85-2851,C,Yangon,Member,Female,Sports and travel,65.99,10,32.995,692.895,10/13/2019,01:29,Credit card,659.9,4.761905,32.995,9.5
865-90-4637,C,Mandalay,Normal,Male,Health and beauty,94.45,2,9.445,198.345,10/20/2019,09:31,Cash,188.9,4.761905,9.445,5.1
676-65-2283,C,Naypyitaw,Member,Female,Home and lifestyle,57.65,2,5.765,121.065,02/23/2019,05:20,Cash,115.3,4.761905,5.765,4.1
741-52-3349,A,Yangon,Member,Male,Fashion accessories,49.72,7,17.402,365.442,02/05/2019,19:07,Credit card,348.04,4.761905,17.402,4.3
805-61-5760,B,Yangon,Member,Female,Sports and travel,41.4,8,16.56,347.76,06/23/2019,18:26,Credit card,331.2,4.761905,16.56,9.3
146-86-2008,A,Yangon,Member,Female,Sports and travel,12.52,4,2.504,52.584,11/11/2019,19:33,Ewallet,50.08,4.761905,2.504,9.8
837-86-2808,A,Yangon,Member,Female,Home and lifestyle,89.26,1,4.463,93.723,08/31/2019,12:27,Credit card,89.26,4.761905,4.463,6.2
136-33-3651,A,Mandalay,Normal,Male,Fashion accessories,90.93,2,9.093,190.953,01/20/2019,23:53,Ewallet,181.86,4.761905,9.093,9.7
555-46-3773,B,Yangon,Normal,Female,Fashion accessories,87.57,9,39.4065,827.5365,08/30/2019,18:29,Ewallet,788.13,4.761905,39.4065,7.0
945-83-6725,C,Mandalay,Normal,Female,Sports and travel,66.7,7,23.345,490.245,05/10/2019,07:12,Ewallet,466.9,4.761905,23.345,7.2
162-58-4793,A,Naypyitaw,Member,Female,Health and beauty,19.1,8,7.64,160.44,06/29/2019,13:55,Cash,152.8,4.761905,7.64,5.9
952-82-5296,C,Yangon,Normal,Female,Electronic accessories,67.33,5,16.8325,353.4825,10/11/2019,07:53,Cash,336.65,4.761905,16.8325,7.8
865-64-9748,A,Naypyitaw,Normal,Female,Sports and travel,88.73,5,22.1825,465.8325,05/14/2019,22:43,Credit card,443.65,4.761905,22.1825,8.2
721-61-4505,A,Mandalay,Member,Male,Sports and travel,28.81,10,14.405,302.505,10/09/2019,19:16,Credit card,288.1,4.761905,14.405,5.8
943-73-6905,A,Yangon,Member,Female,Home and lifestyle,86.0,5,21.5,451.5,05/27/2019,15:36,Cash,430.0,4.761905,21.5,4.4
891-26-4701,A,Yangon,Member,Female,Electronic accessories,83.58,1,4.179,87.759,05/23/2019,22:28,Credit card,83.58,4.761905,4.179,5.6
257-36-1914,A,Naypyitaw,Member,Male,Electronic accessories,42.76,4,8.552,179.592,05/31/2019,21:13,Ewallet,171.04,4.761905,8.552,8.9
254-55-5674,A,Mandalay,Normal,Female,Fashion accessories,68.36,7,23.926,502.446,12/19/2019,05:46,Cash,478.52,4.761905,23.926,6.9
743-22-3465,B,Yangon,Member,Female,Electronic accessories,17.39,3,2.6085,54.7785,03/04/2019,04:20,Ewallet,52.17,4.761905,2.6085,4.8
254-50-1121,A,Yangon,Member,Male,Health and beauty,53.01,8,21.204,445.284,05/22/2019,23:38,Credit card,424.08,4.761905,21.204,9.0
553-45-8029,C,Yangon,Member,Male,Fashion accessories,48.36,5,12.09,253.89,12/18/2019,17:39,Ewallet,241.8,4.761905,12.09,7.9
333-68-9501,B,Naypyitaw,Normal,Female,Home and lifestyle,48.97,8,19.588,411.348,06/30/2019,21:14,Credit card,391.76,4.761905,19.588,9.5
781-60-4126,B,Naypyitaw,Member,Female,Health and beauty,78.27,10,39.135,821.835,12/04/2019,12:21,Ewallet,782.7,4.761905,39.135,4.4
282-66-9635,B,Yangon,Normal,Male,Health and beauty,46.57,4,9.314,195.594,04/06/2019,18:26,Ewallet,186.28,4.761905,9.314,8.1
924-54-8423,C,Mandalay,Member,Male,Health and beauty,23.16,4,4.632,97.272,09/23/2019,13:07,Credit card,92.64,4.761905,4.632,8.9
358-55-8387,B,Naypyitaw,Normal,Female,Food and beverages,81.1,2,8.11,170.31,01/27/2019,14:39,Ewallet,162.2,4.761905,8.11,5.8
824-23-9057,A,Naypyitaw,Normal,Female,Sports and travel,93.56,9,42.102,884.142,05/26/2019,11:07,Ewallet,842.04,4.761905,42.102,6.1
713-21-7351,A,Naypyitaw,Member,Female,Food and beverages,45.05,10,22.525,473.025,10/15/2019,19:19,Credit card,450.5,4.761905,22.525,7.6
408-66-5808,A,Yangon,Normal,Male,Food and beverages,59.66,9,26.847,563.787,12/07/2019,17:48,Cash,536.94,4.761905,26.847,7.6
899-67-8408,B,Mandalay,Member,Male,Food and beverages,59.73,10,29.865,627.165,07/08/2019,11:53,Ewallet,597.3,4.761905,29.865,9.7
515-37-5019,B,Naypyitaw,Member,Male,Home and lifestyle,64.53,9,29.0385,609.8085,06/26/2019,13:13,Cash,580.77,4.761905,29.0385,8.2
754-86-6352,C,Mandalay,Member,Female,Food and beverages,25.58,4,5.116,107.436,03/31/2019,17:04,Credit card,102.32,4.761905,5.116,5.8
914-31-1434,A,Naypyitaw,Member,Female,Home and lifestyle,97.69,7,34.1915,718.0215,07/08/2019,21:47,Ewallet,683.83,4.761905,34.1915,5.3
462-21-1423,C,Yangon,Normal,Female,Health and beauty,36.01,10,18.005,378.105,04/25/2019,21:03,Cash,360.1,4.761905,18.005,5.3
182-55-5327,C,Naypyitaw,Normal,Female,Fashion accessories,86.45,8,34.58,726.18,05/14/2019,08:05,Credit card,691.6,4.761905,34.58,8.0
721-13-8658,B,Yangon,Normal,Female,Home and lifestyle,31.0,6,9.3,195.3,04/19/2019,04:35,Cash,186.0,4.761905,9.3,5.3
978-25-3247,A,Yangon,Member,Female,Electronic accessories,35.07,5,8.7675,184.1175,03/29/2019,19:38,Credit card,175.35,4.761905,8.7675,6.6
336-87-2602,C,Yangon,Member,Male,Sports and travel,88.95,5,22.2375,466.9875,12/17/2019,10:20,Credit card,444.75,4.761905,22.2375,4.2
600-68-4922,C,Naypyitaw,Normal,Male,Home and lifestyle,67.88,4,13.576,285.096,03/02/2019,03:55,Credit card,271.52,4.761905,13.576,6.4
359-19-7682,B,Yangon,Normal,Male,Health and beauty,49.49,5,12.3725,259.8225,07/10/2019,09:47,Credit card,247.45,4.761905,12.3725,7.8
511-61-5726,C,Naypyitaw,Normal,Male,Fashion accessories,47.17,6,14.151,297.171,12/11/2019,13:19,Cash,283.02,4.761905,14.151,4.0
177-35-5341,B,Yangon,Member,Male,Fashion accessories,49.08,4,9.816,206.136,09/20/2019,18:04,Cash,196.32,4.761905,9.816,8.8
232-65-2299,C,Mandalay,Member,Female,Sports and travel,22.23,5,5.5575,116.7075,01/26/2019,11:43,Credit card,111.15,4.761905,5.5575,8.9
665-56-2200,B,Mandalay,Normal,Female,Fashion accessories,47.22,4,9.444,198.324,10/03/2019,03:35,Ewallet,188.88,4.761905,9.444,4.5
226-93-9320,B,Naypyitaw,Member,Female,Health and beauty,16.61,4,3.322,69.762,01/25/2019,12:46,Credit card,66.44,4.761905,3.322,5.3
464-44-5288,C,Yangon,Normal,Female,Sports and travel,83.65,10,41.825,878.325,07/11/2019,04:25,Cash,836.5,4.761905,41.825,4.1
883-73-2676,A,Yangon,Member,Male,Electronic accessories,56.99,4,11.398,239.358,01/31/2019,01:09,Cash,227.96,4.761905,11.398,8.8
471-23-6041,A,Mandalay,Normal,Female,Food and beverages,58.82,8,23.528,494.088,01/04/2019,02:54,Ewallet,470.56,4.761905,23.528,6.6
539-31-8477,A,Naypyitaw,Member,Female,Home and lifestyle,81.94,10,40.97,860.37,03/06/2019,04:40,Ewallet,819.4,4.761905,40.97,5.0
663-70-6001,A,Mandalay,Normal,Female,Electronic accessories,28.44,7,9.954,209.034,12/31/2019,23:06,Ewallet,199.08,4.761905,9.954,8.3
809-43-7007,A,Yangon,Normal,Male,Electronic accessories,92.61,1,4.6305,97.2405,12/15/2019,12:12,Credit card,92.61,4.761905,4.6305,8.5
539-34-3049,C,Mandalay,Normal,Female,Home and lifestyle,73.31,8,29.324,615.804,01/30/2019,03:16,Ewallet,586.48,4.761905,29.324,4.4
939-83-5362,C,Yangon,Member,Female,Sports and travel,42.7,9,19.215,403.515,02/23/2019,05:00,Cash,384.3,4.761905,19.215,7.7
958-64-8306,A,Naypyitaw,Member,Female,Electronic accessories,51.84,1,2.592,54.432,03/05/2019,17:49,Credit card,51.84,4.761905,2.592,8.1
608-13-8003,B,Naypyitaw,Member,Male,Food and beverages,81.41,1,4.0705,85.4805,01/14/2019,20:01,Ewallet,81.41,4.761905,4.0705,7.1
959-97-2843,A,Yangon,Member,Female,Sports and travel,34.49,2,3.449,72.429,02/04/2019,01:46,Ewallet,68.98,4.761905,3.449,5.5
262-81-2647,C,Mandalay,Member,Female,Sports and travel,53.67,3,8.0505,169.0605,04/04/2019,19:59,Credit card,161.01,4.761905,8.0505,10.0
382-94-4539,A,Yangon,Normal,Female,Home and lifestyle,20.57,3,3.0855,64.7955,07/09/2019,09:32,Ewallet,61.71,4.761905,3.0855,6.4
640-61-2604,A,Naypyitaw,Member,Female,Health and beauty,39.87,7,13.9545,293.0445,04/25/2019,19:43,Ewallet,279.09,4.761905,13.9545,5.7
711-70-6325,C,Naypyitaw,Normal,Male,Home and lifestyle,70.75,9,31.8375,668.5875,04/06/2019,06:52,Credit card,636.75,4.761905,31.8375,5.0
732-49-9390,A,Yangon,Normal,Female,Fashion accessories,17.32,5,4.33,90.93,02/24/2019,10:12,Cash,86.6,4.761905,4.33,7.9
560-48-2777,C,Naypyitaw,Member,Female,Health and beauty,47.86,6,14.358,301.518,10/11/2019,12:33,Cash,287.16,4.761905,14.358,8.6
943-43-1692,C,Yangon,Member,Male,Electronic accessories,50.74,7,17.759,372.939,07/02/2019,06:16,Cash,355.18,4.761905,17.759,8.8
957-89-7407,A,Naypyitaw,Member,Female,Fashion accessories,31.79,3,4.7685,100.1385,06/26/2019,16:54,Credit card,95.37,4.761905,4.7685,7.1
754-14-3741,C,Yangon,Normal,Male,Electronic accessories,20.52,3,3.078,64.638,02/05/2019,06:34,Cash,61.56,4.761905,3.078,5.9
894-32-5838,B,Naypyitaw,Normal,Male,Sports and travel,77.95,4,15.59,327.39,09/11/2019,15:48,Credit card,311.8,4.761905,15.59,9.8
974-94-1897,A,Naypyitaw,Normal,Male,Home and lifestyle,71.04,8,28.416,596.736,02/27/2019,10:56,Ewallet,568.32,4.761905,28.416,7.8
764-95-3359,C,Yangon,Normal,Female,Sports and travel,74.52,3,11.178,234.738,05/01/2019,18:09,Cash,223.56,4.761905,11.178,7.1
637-66-6504,B,Mandalay,Member,Female,Home and lifestyle,60.1,9,27.045,567.945,10/30/2019,05:14,Credit card,540.9,4.761905,27.045,6.1
894-71-4368,A,Naypyitaw,Member,Male,Home and lifestyle,12.6,9,5.67,119.07,03/24/2019,23:46,Credit card,113.4,4.761905,5.67,6.6
525-44-4481,B,Yangon,Member,Male,Home and lifestyle,78.43,4,15.686,329.406,06/13/2019,21:08,Credit card,313.72,4.761905,15.686,5.3
677-28-5237,B,Naypyitaw,Member,Female,Sports and travel,82.73,5,20.6825,434.3325,11/13/2019,23:10,Credit card,413.65,4.761905,20.6825,7.5
760-29-8023,C,Naypyitaw,Normal,Male,Electronic accessories,74.21,1,3.7105,77.9205,01/17/2019,20:57,Ewallet,74.21,4.761905,3.7105,6.8
596-39-9364,C,Mandalay,Normal,Male,Food and beverages,62.0,1,3.1,65.1,08/13/2019,09:31,Ewallet,62.0,4.761905,3.1,5.0
916-33-3196,A,Naypyitaw,Normal,Female,Sports and travel,21.99,5,5.4975,115.4475,10/18/2019,08:08,Credit card,109.95,4.761905,5.4975,4.4
694-39-9317,C,Yangon,Member,Male,Sports and travel,69.33,10,34.665,727.965,08/24/2019,04:45,Cash,693.3,4.761905,34.665,8.5
763-43-3469,C,Yangon,Normal,Female,Home and lifestyle,58.79,10,29.395,617.295,08/26/2019,14:42,Ewallet,587.9,4.761905,29.395,5.2
162-84-9467,C,Mandalay,Normal,Female,Fashion accessories,95.45,6,28.635,601.335,05/13/2019,06:24,Ewallet,572.7,4.761905,28.635,4.4
405-64-4739,B,Naypyitaw,Member,Female,Home and lifestyle,40.04,9,18.018,378.378,07/07/2019,00:19,Ewallet,360.36,4.761905,18.018,9.9
616-23-3614,C,Mandalay,Normal,Male,Health and beauty,73.61,5,18.4025,386.4525,01/25/2019,11:59,Cash,368.05,4.761905,18.4025,9.5
566-71-2793,B,Naypyitaw,Member,Male,Sports and travel,57.28,8,22.912,481.152,03/30/2019,11:06,Ewallet,458.24,4.761905,22.912,4.8
216-88-7553,B,Yangon,Member,Female,Food and beverages,44.43,10,22.215,466.515,03/27/2019,06:26,Ewallet,444.3,4.761905,22.215,8.7
636-32-8081,B,Yangon,Normal,Male,Food and beverages,88.79,10,44.395,932.295,09/07/2019,14:58,Cash,887.9,4.761905,44.395,8.0
188-61-5086,C,Yangon,Member,Female,Home and lifestyle,31.9,7,11.165,234.465,03/06/2019,18:41,Cash,223.3,4.761905,11.165,8.5
593-67-9784,A,Yangon,Normal,Male,Electronic accessories,26.66,8,10.664,223.944,09/11/2019,23:21,Cash,213.28,4.761905,10.664,7.5
148-57-3243,C,Mandalay,Normal,Male,Food and beverages,86.51,8,34.604,726.684,12/03/2019,20:51,Cash,692.08,4.761905,34.604,4.9
766-55-2027,B,Naypyitaw,Normal,Male,Health and beauty,64.81,2,6.481,136.101,10/04/2019,15:25,Ewallet,129.62,4.761905,6.481,5.5
537-85-5476,A,Mandalay,Member,Male,Sports and travel,67.36,8,26.944,565.824,04/11/2019,16:33,Credit card,538.88,4.761905,26.944,5.1
685-94-5162,A,Naypyitaw,Normal,Female,Fashion accessories,37.49,7,13.1215,275.5515,10/30/2019,22:35,Cash,262.43,4.761905,13.1215,7.4
486-81-1884,B,Yangon,Member,Female,Sports and travel,36.45,4,7.29,153.09,02/10/2019,14:50,Ewallet,145.8,4.761905,7.29,5.5
860-33-7344,C,Mandalay,Normal,Female,Home and lifestyle,22.87,5,5.7175,120.0675,09/22/2019,14:46,Cash,114.35,4.761905,5.7175,7.6
885-50-8552,B,Yangon,Member,Female,Sports and travel,15.04,4,3.008,63.168,08/30/2019,22:18,Ewallet,60.16,4.761905,3.008,6.7
471-54-8928,A,Naypyitaw,Normal,Male,Sports and travel,60.71,2,6.071,127.491,02/15/2019,22:23,Cash,121.42,4.761905,6.071,5.9
252-75-3320,B,Yangon,Member,Female,Home and lifestyle,29.76,5,7.44,156.24,02/07/2019,20:58,Ewallet,148.8,4.761905,7.44,8.1
532-39-1672,C,Mandalay,Member,Male,Fashion accessories,26.19,8,10.476,219.996,03/20/2019,20:27,Credit card,209.52,4.761905,10.476,5.4
643-68-1699,B,Naypyitaw,Normal,Female,Sports and travel,64.86,9,29.187,612.927,08/02/2019,08:13,Ewallet,583.74,4.761905,29.187,7.5
724-69-9077,A,Yangon,Member,Male,Food and beverages,60.25,10,30.125,632.625,05/15/2019,08:10,Credit card,602.5,4.761905,30.125,6.9
369-16-8578,A,Mandalay,Normal,Female,Electronic accessories,48.31,9,21.7395,456.5295,10/15/2019,07:56,Credit card,434.79,4.761905,21.7395,5.8
247-56-1748,B,Naypyitaw,Member,Female,Electronic accessories,60.24,7,21.084,442.764,03/25/2019,07:19,Ewallet,421.68,4.761905,21.084,9.9
460-64-2480,B,Mandalay,Normal,Female,Health and beauty,70.08,4,14.016,294.336,07/12/2019,11:33,Ewallet,280.32,4.761905,14.016,4.1
478-50-2869,C,Naypyitaw,Normal,Male,Sports and travel,53.8,1,2.69,56.49,03/13/2019,16:19,Ewallet,53.8,4.761905,2.69,8.2
300-46-8574,C,Mandalay,Member,Male,Food and beverages,55.65,8,22.26,467.46,01/26/2019,08:50,Credit card,445.2,4.761905,22.26,5.8
556-45-9618,C,Mandalay,Member,Male,Fashion accessories,15.69,4,3.138,65.898,09/26/2019,01:46,Credit card,62.76,4.761905,3.138,4.7
193-14-8793,B,Naypyitaw,Member,Female,Fashion accessories,90.51,4,18.102,380.142,01/25/2019,20:35,Cash,362.04,4.761905,18.102,4.7
641-34-9697,B,Mandalay,Normal,Male,Sports and travel,89.07,9,40.0815,841.7115,10/20/2019,06:05,Ewallet,801.63,4.761905,40.0815,6.2
486-16-4894,C,Mandalay,Member,Female,Sports and travel,51.95,8,20.78,436.38,12/10/2019,05:40,Cash,415.6,4.761905,20.78,4.6
855-32-3739,B,Yangon,Member,Male,Home and lifestyle,55.61,2,5.561,116.781,12/12/2019,19:58,Ewallet,111.22,4.761905,5.561,5.4
722-43-2800,A,Mandalay,Member,Female,Food and beverages,19.09,6,5.727,120.267,06/12/2019,21:46,Cash,114.54,4.761905,5.727,8.7
294-13-1644,B,Mandalay,Normal,Female,Sports and travel,17.2,5,4.3,90.3,10/10/2019,09:20,Ewallet,86.0,4.761905,4.3,4.2
285-69-6838,C,Yangon,Normal,Female,Sports and travel,84.3,8,33.72,708.12,04/28/2019,15:25,Cash,674.4,4.761905,33.72,7.2
676-55-4292,B,Mandalay,Member,Female,Food and beverages,19.01,9,8.5545,179.6445,08/12/2019,03:50,Cash,171.09,4.761905,8.5545,8.9
698-29-7260,B,Naypyitaw,Normal,Female,Health and beauty,84.37,5,21.0925,442.9425,09/12/2019,00:05,Ewallet,421.85,4.761905,21.0925,8.7
937-39-9433,B,Mandalay,Member,Male,Fashion accessories,94.99,7,33.2465,698.1765,06/23/2019,03:14,Credit card,664.93,4.761905,33.2465,9.7
670-45-8328,C,Yangon,Member,Male,Food and beverages,70.22,5,17.555,368.655,10/14/2019,22:18,Cash,351.1,4.761905,17.555,5.0
888-24-8956,B,Mandalay,Member,Male,Food and beverages,13.26,3,1.989,41.769,04/08/2019,13:12,Ewallet,39.78,4.761905,1.989,5.7
308-11-6187,A,Yangon,Member,Male,Electronic accessories,85.48,1,4.274,89.754,05/21/2019,07:57,Ewallet,85.48,4.761905,4.274,7.8
962-56-4362,B,Naypyitaw,Member,Female,Electronic accessories,79.44,8,31.776,667.296,07/24/2019,06:54,Ewallet,635.52,4.761905,31.776,4.5
853-96-7415,B,Mandalay,Member,Male,Electronic accessories,93.96,9,42.282,887.922,11/25/2019,18:30,Credit card,845.64,4.761905,42.282,9.6
487-69-2359,C,Naypyitaw,Member,Female,Fashion accessories,22.15,10,11.075,232.575,06/04/2019,05:22,Cash,221.5,4.761905,11.075,8.7
158-77-8313,B,Naypyitaw,Normal,Male,Home and lifestyle,50.08,1,2.504,52.584,05/06/2019,09:15,Credit card,50.08,4.761905,2.504,5.3
247-18-6527,B,Naypyitaw,Normal,Female,Home and lifestyle,67.04,10,33.52,703.92,06/29/2019,07:31,Ewallet,670.4,4.761905,33.52,9.8
520-89-3573,C,Naypyitaw,Member,Male,Fashion accessories,81.36,9,36.612,768.852,06/27/2019,10:38,Credit card,732.24,4.761905,36.612,6.5
569-56-3035,B,Yangon,Member,Male,Sports and travel,45.72,8,18.288,384.048,06/09/2019,02:15,Ewallet,365.76,4.761905,18.288,9.7
596-90-5739,C,Naypyitaw,Normal,Male,Sports and travel,98.42,5,24.605,516.705,11/17/2019,06:26,Ewallet,492.1,4.761905,24.605,7.1
473-96-2677,B,Yangon,Normal,Female,Health and beauty,98.65,9,44.3925,932.2425,06/19/2019,06:20,Credit card,887.85,4.761905,44.3925,9.4
684-57-9601,B,Mandalay,Member,Male,Home and lifestyle,35.98,5,8.995,188.895,02/16/2019,16:09,Cash,179.9,4.761905,8.995,5.3
980-71-5164,C,Naypyitaw,Member,Female,Health and beauty,54.73,1,2.7365,57.4665,07/22/2019,15:37,Cash,54.73,4.761905,2.7365,9.7
236-40-5323,B,Yangon,Member,Male,Electronic accessories,47.43,10,23.715,498.015,03/16/2019,10:15,Cash,474.3,4.761905,23.715,9.6
743-95-1434,A,Mandalay,Member,Female,Sports and travel,43.58,1,2.179,45.759,04/15/2019,11:47,Ewallet,43.58,4.761905,2.179,9.9
805-63-6749,B,Yangon,Normal,Male,Sports and travel,35.85,4,7.17,150.57,08/11/2019,01:49,Cash,143.4,4.761905,7.17,6.9
257-51-4482,C,Yangon,Member,Male,Food and beverages,65.79,1,3.2895,69.0795,09/18/2019,00:50,Cash,65.79,4.761905,3.2895,8.2
402-84-1648,A,Naypyitaw,Normal,Female,Fashion accessories,18.1,4,3.62,76.02,09/05/2019,11:14,Ewallet,72.4,4.761905,3.62,4.7
226-79-2783,C,Yangon,Normal,Female,Fashion accessories,18.54,3,2.781,58.401,02/02/2019,08:59,Ewallet,55.62,4.761905,2.781,9.4
712-98-5872,C,Naypyitaw,Member,Male,Home and lifestyle,87.76,4,17.552,368.592,11/27/2019,15:31,Credit card,351.04,4.761905,17.552,8.4
628-60-9358,A,Mandalay,Normal,Male,Electronic accessories,18.87,4,3.774,79.254,11/07/2019,22:51,Ewallet,75.48,4.761905,3.774,9.0
180-85-6588,B,Yangon,Normal,Female,Sports and travel,54.52,8,21.808,457.968,11/26/2019,23:49,Credit card,436.16,4.761905,21.808,7.3
657-87-8962,C,Yangon,Normal,Male,Fashion accessories,79.21,2,7.921,166.341,04/08/2019,19:59,Cash,158.42,4.761905,7.921,7.7
277-93-7557,A,Naypyitaw,Normal,Female,Sports and travel,66.93,6,20.079,421.659,08/06/2019,03:44,Cash,401.58,4.761905,20.079,4.5
847-30-1082,B,Mandalay,Member,Male,Sports and travel,82.19,9,36.9855,776.6955,01/12/2019,16:44,Credit card,739.71,4.761905,36.9855,7.7
281-95-1860,A,Naypyitaw,Member,Male,Food and beverages,37.51,10,18.755,393.855,03/08/2019,16:31,Credit card,375.1,4.761905,18.755,4.2
349-49-1940,A,Mandalay,Normal,Female,Food and beverages,85.53,6,25.659,538.839,10/04/2019,04:12,Credit card,513.18,4.761905,25.659,9.5
903-78-2138,A,Yangon,Normal,Female,Home and lifestyle,81.27,3,12.1905,256.0005,02/08/2019,01:54,Credit card,243.81,4.761905,12.1905,9.9
373-47-4877,A,Naypyitaw,Member,Male,Electronic accessories,64.96,5,16.24,341.04,10/04/2019,00:15,Cash,324.8,4.761905,16.24,8.7
802-87-4741,B,Yangon,Member,Female,Home and lifestyle,23.73,3,3.5595,74.7495,05/19/2019,09:12,Ewallet,71.19,4.761905,3.5595,4.8
716-90-8143,A,Naypyitaw,Member,Male,Fashion accessories,55.02,2,5.502,115.542,08/27/2019,18:46,Credit card,110.04,4.761905,5.502,4.4
725-86-1350,B,Yangon,Member,Male,Sports and travel,90.82,4,18.164,381.444,10/20/2019,23:03,Credit card,363.28,4.761905,18.164,8.4
969-52-3993,B,Yangon,Normal,Female,Health and beauty,83.25,6,24.975,524.475,03/24/2019,06:53,Cash,499.5,4.761905,24.975,7.6
331-29-2249,C,Mandalay,Member,Male,Food and beverages,82.77,7,28.9695,608.3595,02/02/2019,16:34,Cash,579.39,4.761905,28.9695,7.6
670-92-5679,B,Naypyitaw,Normal,Female,Electronic accessories,43.68,4,8.736,183.456,09/25/2019,01:27,Credit card,174.72,4.761905,8.736,6.5
131-50-5826,C,Yangon,Normal,Male,Health and beauty,18.65,9,8.3925,176.2425,03/30/2019,18:13,Cash,167.85,4.761905,8.3925,4.9
306-10-2483,C,Mandalay,Normal,Female,Sports and travel,52.11,3,7.8165,164.1465,08/12/2019,20:56,Credit card,156.33,4.761905,7.8165,8.1
133-25-5096,A,Mandalay,Member,Female,Health and beauty,13.42,3,2.013,42.273,09/10/2019,04:48,Credit card,40.26,4.761905,2.013,10.0
998-83-8420,B,Naypyitaw,Member,Male,Fashion accessories,28.67,4,5.734,120.414,09/04/2019,08:46,Cash,114.68,4.761905,5.734,5.4
404-53-6456,C,Yangon,Normal,Female,Electronic accessories,23.0,3,3.45,72.45,05/18/2019,10:13,Ewallet,69.0,4.761905,3.45,5.7
746-51-5855,A,Yangon,Normal,Female,Home and lifestyle,36.04,8,14.416,302.736,05/22/2019,11:37,Cash,288.32,4.761905,14.416,5.6
635-86-3126,C,Yangon,Member,Male,Electronic accessories,64.02,4,12.804,268.884,12/08/2019,16:05,Ewallet,256.08,4.761905,12.804,8.5
304-47-3047,C,Naypyitaw,Member,Female,Electronic accessories,93.95,2,9.395,197.295,02/02/2019,03:06,Ewallet,187.9,4.761905,9.395,4.3
379-82-9339,A,Yangon,Member,Male,Electronic accessories,81.78,7,28.623,601.083,05/18/2019,15:39,Credit card,572.46,4.761905,28.623,9.3
552-98-8999,C,Mandalay,Normal,Female,Health and beauty,25.67,7,8.9845,188.6745,07/09/2019,21:31,Cash,179.69,4.761905,8.9845,9.6
472-39-2885,B,Naypyitaw,Member,Male,Health and beauty,62.1,7,21.735,456.435,02/17/2019,07:26,Ewallet,434.7,4.761905,21.735,4.8
266-69-5543,A,Naypyitaw,Normal,Male,Food and beverages,91.61,6,27.483,577.143,05/26/2019,17:02,Credit card,549.66,4.761905,27.483,7.5
216-82-8259,C,Yangon,Normal,Female,Home and lifestyle,22.8,10,11.4,239.4,11/03/2019,07:01,Credit card,228.0,4.761905,11.4,4.8
864-37-7277,A,Yangon,Normal,Male,Home and lifestyle,80.27,10,40.135,842.835,12/10/2019,22:12,Cash,802.7,4.761905,40.135,8.7
868-71-4296,A,Mandalay,Normal,Female,Home and lifestyle,52.01,4,10.402,218.442,10/17/2019,05:23,Ewallet,208.04,4.761905,10.402,9.1
230-20-3382,B,Yangon,Member,Female,Food and beverages,37.71,6,11.313,237.573,02/17/2019,12:23,Cash,226.26,4.761905,11.313,9.2
947-58-5240,A,Mandalay,Member,Female,Health and beauty,73.92,6,22.176,465.696,12/22/2019,03:34,Ewallet,443.52,4.761905,22.176,4.5
768-72-6410,C,Mandalay,Normal,Female,Electronic accessories,37.65,2,3.765,79.065,01/07/2019,06:08,Ewallet,75.3,4.761905,3.765,4.7
103-86-7166,C,Yangon,Normal,Male,Home and lifestyle,18.53,7,6.4855,136.1955,12/16/2019,04:19,Cash,129.71,4.761905,6.4855,6.3
555-74-6597,A,Naypyitaw,Normal,Female,Health and beauty,82.39,6,24.717,519.057,07/14/2019,21:20,Cash,494.34,4.761905,24.717,6.5
724-17-9691,A,Yangon,Member,Female,Fashion accessories,33.69,10,16.845,353.745,05/24/2019,11:45,Cash,336.9,4.761905,16.845,6.4
318-79-9162,B,Mandalay,Member,Male,Sports and travel,53.62,3,8.043,168.903,08/02/2019,22:39,Credit card,160.86,4.761905,8.043,4.1
786-31-4712,A,Mandalay,Normal,Female,Food and beverages,10.94,6,3.282,68.922,05/11/2019,09:46,Cash,65.64,4.761905,3.282,5.9
